 1400 0
 4
 0.E+0,  0.5D0, -.025
 -1.0E-14, .F.
  1.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
  6.881903  8.873511  6.616247 -2.699959  2.536282 -2.476684  1.368058
  0.569142  4.692031  8.315418  5.699412 -3.547520  3.907179 -2.287160
 -7.351430 -7.038756 -9.935724  3.397560 -8.930000 -0.008880 -9.677879
 -9.990521  9.076855 -8.215091 -6.806509  2.250844  6.093448 -6.041139
 -1.599013  2.174029 -1.457101  3.651045  0.647468  2.978873  4.431795
  7.240357 -1.650872  8.362994 -5.541193  2.613737 -3.672434  8.279965
  8.408075  0.819356 -6.165589 -6.340404  8.065693  9.907834 -6.718223
 -6.015668 -2.882306 -8.901228 -2.190649  1.333346  6.390807 -2.436436
 -5.655910 -2.830534  3.510460 -9.392430  7.729588  8.313807  1.718184
  8.526841  0.451767  6.586861  4.223269  2.958508 -6.214339  5.330050
  1.473853  6.768748 -4.505045 -8.532884 -1.903012 -1.076829  0.914882
  4.100418  1.226964 -0.047048 -7.284805  1.974784  2.597379 -7.760911
  6.860565  1.474263 -9.647270  2.442072 -2.940658  5.082307 -2.059163
 -9.944316 -7.068197  3.781086 -9.684896 -8.193502  5.674818 -7.499027
 -2.884443 -7.318346 -9.370495 -5.925365  4.106635  7.873694 -3.998253
  9.512759 -3.872610 -9.768630  4.756979  7.367844  2.947400  9.318568
 -2.015164 -2.407677 -9.838249 -8.035849  8.309688 -0.596801  4.636497
  9.550057 -5.536837 -0.992712  7.248428  5.979871 -0.109451 -2.919143
  8.699459 -0.831007 -3.201758  5.091208 -7.447629  2.877494  8.114868
  0.135440 -2.099255 -6.062935  4.751689  1.168405  6.024397  0.585528
  4.037697  0.270989  5.700205 -8.289833  5.644008 -9.312546 -3.869740
 -9.031039  3.975422  7.205102  4.170552 -4.695559 -2.517449 -8.514967
  8.629651 -7.114014  8.223939 -3.136896 -0.154941 -5.705388  9.815440
  2.083215  8.466493  1.241609  9.614983 -1.594384  8.087975  9.362216
 -4.624766  1.455869  1.327684 -7.716746 -2.974696  6.476510  2.975199
 -9.286925 -5.111704 -0.606358  0.282351 -5.195210 -9.330370 -7.346055
  2.116090  5.421785 -2.735602  3.850630 -3.102700  7.014151 -1.430242
  0.653877  0.773525  8.025447  8.116649 -2.753571  2.951633  8.930060
  1.765200  7.186067  1.962251 -7.878237 -1.580063  8.545142 -2.270069
 -8.304327  9.476612 -9.921770 -8.984223 -3.204545  7.068271  2.858542
  5.240123 -0.746763  9.563369 -8.666770 -1.151281 -2.690773  4.595939
  4.903501 -7.058121 -7.653234 -9.345719 -6.331590  2.271527  4.373900
 -7.603367 -0.575446  2.346723 -5.711739  3.778051  5.637906  6.154754
  2.806826 -9.070564  8.222465  2.181203 -6.645806  7.914220  1.749241
 -3.344668  4.411594  7.991043 -4.181612 -7.776615 -3.708734  0.073533
  7.185670  0.668166  4.259178 -4.224703 -1.810943  3.441812  4.318252
 -6.421382  7.363100 -2.263298 -0.951900  5.511393  1.455632  9.552236
 -6.048953  3.311050 -4.919625  0.601335 -8.655347 -9.035650  1.604540
 -8.530586 -3.414454  0.475804 -4.488689 -6.881238  9.967714  0.509875
  2.517247 -3.597976 -7.071973 -2.276260 -0.986908  1.956062  1.280844
  7.563584 -1.067377  3.194919 -0.510642 -1.226947  8.960324 -6.528791
 -0.990542 -1.111239  5.662977  2.066539  8.488976 -2.748498 -9.196817
  9.296745 -6.053243 -5.527381 -2.865410  4.943775  2.968820  3.722519
  5.565538  1.492600 -2.822363 -6.961553  8.537143 -3.098474  9.435756
  5.420914 -3.325291 -0.282195  0.215044  3.668270 -0.948283  6.486253
 -9.667531 -3.436663  5.884010  6.396948  5.328534 -3.802807 -0.710223
  9.236302  1.915303  4.168988 -0.857252 -8.735679 -0.515602 -3.336914
 -3.854052  5.032625 -2.129666 -6.151386 -8.359972 -9.854594 -9.547560
 -1.835857  1.311171  5.744755  5.623555  2.208583  2.238407  6.961988
  1.555303  5.562353  7.314228 -2.447284 -5.842362 -8.668050 -9.052973
 -3.819294  4.066498 -3.796612  2.470117 -8.127445 -8.355551 -6.658698
  2.646139 -9.749183 -4.758017  9.928732  7.504454 -0.650991  3.545440
 -0.368291 -9.422922  6.283785 -8.539777  9.215296  5.567922 -0.392093
  6.296940 -5.845278 -1.720488  3.325983  0.146788 -2.831694  4.993175
  6.693062  9.800326  2.836651 -1.400905  2.136591 -7.413228 -3.085523
 -9.522160  5.375117 -9.568358 -9.532242 -7.552285  9.229496  8.231176
  3.994462 -8.890412  5.703397 -1.148819 -5.611147  4.214469 -3.490040
  6.250077  8.008929 -6.571669 -1.691169  1.024669 -9.762104  8.635373
 -8.365494  0.399519  0.352045  4.486287 -2.417631  7.612668 -5.748515
  6.849590  9.975027  8.293889 -6.666922 -2.317728 -6.816360  2.733370
  5.702484  0.595527  9.263864  4.957503 -2.840236 -7.537312  2.681747
 -0.608440 -0.130385 -5.393185  8.375622  0.068122  9.740042  6.993041
 -0.774475 -5.606231  2.339167  2.490611  3.561391  8.232276  5.601641
  9.312790  7.041652 -6.763206  7.936360 -0.539654 -3.274231  7.331135
  1.343931 -9.525002  5.381385 -4.922623  2.644418  7.697108  7.038352
  3.437440  7.287943  3.847655 -3.467377  8.338754  9.656865 -1.242268
  5.782445 -4.221443 -6.945536 -4.638258  5.945183 -6.448873 -1.496116
 -9.232989 -0.654335  6.219997  2.314485 -0.154444 -9.909745  0.880216
  0.169250 -4.838641  0.965050 -0.767735  2.193792  7.099576 -9.060031
 -1.112901 -5.047217 -8.270052  8.782478  2.141187 -0.483013  4.237886
  0.029625  7.929330 -3.468351 -7.519750  8.305791 -9.595970 -3.435910
  8.523788 -6.079933  9.921785  8.163041 -3.541950 -3.681660 -0.207842
  3.357331  1.519777  2.230524 -6.155412  5.855443 -8.037733 -7.241598
 -4.213870  3.343970 -7.066990 -3.774866 -7.948945 -4.801891 -7.790200
  4.050252 -6.646758  0.598311 -4.055564 -8.448622  9.851567  6.727691
  3.461248 -6.056596 -6.041924 -0.428469 -5.401610 -3.265754 -2.349441
 -2.658808  0.587288 -4.293263 -4.568506 -0.456682 -8.616978  2.848682
  7.430919  0.364659 -0.146050 -3.274044  2.429135  3.658773  1.516835
  9.140661 -6.545908 -1.874750  6.101677  2.452329 -3.974795 -0.687797
 -6.621152  4.695320  9.591408 -3.167134 -8.343358  4.572782  8.658305
 -4.403006  2.189501 -2.858276 -6.608881  9.198642 -3.011652 -0.642553
 -4.412371  5.055156 -3.716516  3.101027  1.662888 -6.515787  3.746654
 -8.875387 -6.759675  0.287245  7.762774 -9.558594 -2.531493  8.483661
